,type,title,date,distance,time,easy,tempo,interval,long,recovery,run_category
175,running,long running,2017-11-21 16:06:30,21.02,2:17:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
176,running,hard tempo  running,2017-11-19 22:30:59,5.1,27:28:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
177,running,easy running,2017-11-17 17:53:40,5.07,35:55:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
178,running,interval tempo,2017-11-15 18:27:30,5.22,29:22:00,FALSE,TRUE,TRUE,FALSE,FALSE,tempo
179,indoor_cycling,easy indoor cycling,2017-11-13 23:33:58,15.11,30:31:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
180,running,easy run,2017-11-12 17:37:20,5.08,38:16:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
181,running,hard tempo running,2017-11-12 16:24:41,10.11,58:18:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
182,running,interval 200 rest 3min x 7,2017-11-10 19:02:07,5.02,39:30:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
183,indoor_cycling,easy cycling,2017-11-08 21:27:33,15.17,30:02:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
184,running,easy running,2017-11-07 17:17:52,10.11,1:23:17,TRUE,FALSE,FALSE,FALSE,FALSE,easy
185,running,easy running,2017-11-06 21:55:18,5.01,37:39:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
186,running,long running,2017-11-05 17:17:46,21.1,2:06:12,FALSE,FALSE,FALSE,TRUE,FALSE,long
187,running,fartlek running,2017-11-03 23:25:42,5.02,30:45:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
188,indoor_cycling,easy cycling,2017-11-02 21:38:19,15.78,30:01:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
189,running,easy running,2017-10-31 18:12:57,7.03,48:32:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
190,running,long running,2017-10-29 16:46:58,25.11,3:07:01,FALSE,FALSE,FALSE,TRUE,FALSE,long
191,running,3k hard tempo running,2017-10-27 16:46:35,10.11,1:00:39,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
192,indoor_cycling,easy cycling,2017-10-25 19:54:42,15.19,30:43:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
193,running,tempo @lthr  running,2017-10-24 17:31:51,5.21,30:29:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
194,running,long run4,2017-10-22 17:57:22,4.03,28:15:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
195,running,long run3,2017-10-22 16:58:19,5.02,33:43:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
196,running,long run2,2017-10-22 16:16:25,6.01,37:59:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
197,running,long run1,2017-10-22 15:33:49,5.98,36:54:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
198,indoor_cycling,indoor cycling,2017-10-20 21:50:04,15.52,30:30:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
199,running,tempo running,2017-10-18 22:46:07,5.06,29:44:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
200,running,test amazifit bip running,2017-10-17 16:54:13,1.86,12:23,FALSE,FALSE,FALSE,FALSE,FALSE,run
201,running,"run to retire night owl"" """,2017-10-16 18:29:29,8.26,1:02:17,FALSE,FALSE,FALSE,FALSE,FALSE,run
202,running,interval 200m rest2min x7,2017-10-15 21:25:32,4.78,34:57:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
203,indoor_cycling,indoor cycling,2017-10-14 22:41:16,14.04,30:21:00,FALSE,FALSE,FALSE,FALSE,FALSE,
204,running,easy run ( back from illness),2017-10-13 22:48:36,5.26,32:19:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
205,running,bang rak running,2017-10-08 17:30:45,6.07,38:53:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
206,indoor_cycling,indoor cycling,2017-10-07 19:46:27,12.08,30:05:00,FALSE,FALSE,FALSE,FALSE,FALSE,
207,treadmill_running,treadmill run / calf cramp,2017-10-03 22:08:44,1.45,11:33,FALSE,FALSE,FALSE,FALSE,FALSE,
208,indoor_cycling,long indoor cycling,2017-10-02 20:49:12,52.04,1:30:05,FALSE,FALSE,FALSE,TRUE,FALSE,long
209,indoor_cycling,indoor cycling,2017-10-01 19:30:11,13.33,30:10:00,FALSE,FALSE,FALSE,FALSE,FALSE,
210,running,interval 400m rest2min x5,2017-09-29 17:14:34,5.52,31:47:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
211,running,easy running,2017-09-26 19:24:30,5.04,32:49:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
212,running,bad long run,2017-09-24 16:36:31,6.36,41:56:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
213,indoor_cycling,indoor cycling,2017-09-22 23:11:05,25.26,45:11:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
214,indoor_cycling,easy cycling,2017-09-21 20:35:51,13.55,30:14:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
215,running,tempo running,2017-09-20 20:02:39,5.05,29:00:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
216,indoor_cycling,indoor cycling,2017-09-18 23:45:09,12.39,30:11:00,FALSE,FALSE,FALSE,FALSE,FALSE,
217,running,tempo long run 2,2017-09-17 18:01:03,6.09,37:05:00,FALSE,TRUE,FALSE,TRUE,FALSE,tempo
218,running,hard tempo long run1,2017-09-17 17:07:43,9.03,51:18:00,FALSE,TRUE,FALSE,TRUE,FALSE,tempo
219,running,easy running,2017-09-15 17:50:08,6.02,46:01:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
220,running,interval 30sec rest 2min  x8,2017-09-14 22:40:21,3.38,25:20:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
221,indoor_cycling,easy cycling,2017-09-13 19:32:51,16.07,30:04:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
222,running,recovery run,2017-09-12 17:12:13,4.11,31:48:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
223,running,long run,2017-09-10 16:33:09,21.08,2:29:31,FALSE,FALSE,FALSE,TRUE,FALSE,long
224,indoor_cycling,easy cycling,2017-09-08 23:13:58,15.86,30:15:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
225,indoor_cycling,indoor cycling,2017-09-07 23:49:07,19.51,30:56:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
226,indoor_cycling,indoor cycling,2017-09-06 19:17:26,37.06,1:00:34,FALSE,FALSE,FALSE,TRUE,FALSE,long
227,treadmill_running,treadmill running,2017-09-04 18:37:17,4.19,31:01:00,FALSE,FALSE,FALSE,FALSE,FALSE,
228,indoor_cycling,indoor cycling,2017-09-03 23:32:30,20.11,32:11:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
229,running,easy running,2017-09-02 17:22:02,5.29,42:35:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
230,running,long run?,2017-08-29 17:17:06,10.18,1:16:40,FALSE,FALSE,FALSE,TRUE,FALSE,long
231,indoor_cycling,tempo cycling,2017-08-28 21:47:23,21.25,30:39:00,FALSE,TRUE,FALSE,TRUE,FALSE,tempo
232,indoor_cycling,easy cycling,2017-08-26 21:25:41,17.22,31:11:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
233,running,easy running,2017-08-25 21:19:35,4.34,34:25:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
234,running,tempo  run @ lt hr,2017-08-23 18:05:19,5.08,33:53:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
235,indoor_cycling,recovery indoor cycling,2017-08-21 23:45:28,15.15,30:15:00,FALSE,FALSE,FALSE,TRUE,TRUE,recovery
236,running,long run,2017-08-20 16:43:07,15.13,1:42:31,FALSE,FALSE,FALSE,TRUE,FALSE,long
237,indoor_cycling,indoor cycling,2017-08-19 22:37:37,16.95,30:54:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
238,running,bad interval  ..dnf,2017-08-18 19:45:15,3.1,22:05,FALSE,FALSE,TRUE,FALSE,FALSE,interval
239,indoor_cycling,indoor cycling,2017-08-16 22:15:22,15.28,30:15:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
240,indoor_cycling,indoor cycling,2017-08-15 22:13:20,13.98,30:13:00,FALSE,FALSE,FALSE,FALSE,FALSE,
241,indoor_cycling,easy indoor cycling,2017-08-13 23:17:25,13.64,31:01:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
242,running,easy running,2017-08-12 17:37:41,4.63,30:18:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
243,running,hard tempo run,2017-08-10 17:34:28,5.04,27:20:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
244,treadmill_running,easy treadmill running,2017-08-08 20:36:23,3.59,30:41:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
245,indoor_cycling,tempo indoor cycling,2017-08-08 0:08:06,19,30:30:00,FALSE,TRUE,FALSE,TRUE,FALSE,tempo
246,running,easy running,2017-08-06 22:49:28,5.07,33:15:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
247,indoor_cycling,indoor cycling,2017-08-04 12:24:32,14.44,36:35:00,FALSE,FALSE,FALSE,FALSE,FALSE,
248,treadmill_running,easy running,2017-08-01 15:13:03,5.06,32:30:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
249,treadmill_running,tempo treadmill running,2017-07-31 18:02:52,4.2,31:02:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
250,indoor_cycling,indoor cycling,2017-07-31 12:41:03,17.1,40:16:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
251,running,easy running,2017-07-30 21:40:10,5.1,32:49:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
252,indoor_cycling,indoor cycling,2017-07-30 13:05:32,12.34,30:09:00,FALSE,FALSE,FALSE,FALSE,FALSE,
253,indoor_cycling,indoor cycling,2017-07-29 23:33:43,14.12,30:45:00,FALSE,FALSE,FALSE,FALSE,FALSE,
254,indoor_cycling,easy cycling,2017-07-28 23:16:27,13.62,30:15:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
255,treadmill_running,treadmill running,2017-07-23 20:57:42,5.09,31:01:00,FALSE,FALSE,FALSE,FALSE,FALSE,
256,treadmill_running,easy running,2017-07-23 15:27:40,5.07,31:28:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
257,treadmill_running,treadmill running,2017-07-22 20:35:10,5.06,31:02:00,FALSE,FALSE,FALSE,FALSE,FALSE,
258,treadmill_running,easy long running,2017-07-22 15:30:33,10.06,1:05:13,TRUE,FALSE,FALSE,TRUE,FALSE,long
259,treadmill_running,easy running,2017-07-21 20:34:36,5.18,33:05:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
260,treadmill_running,treadmill test running,2017-07-21 11:46:55,5.31,31:44:00,FALSE,FALSE,FALSE,FALSE,FALSE,
261,indoor_cycling,easy cycling,2017-07-19 20:31:20,23.57,1:00:08,TRUE,FALSE,FALSE,TRUE,FALSE,long
262,running,tempo running,2017-07-18 18:40:26,5.16,30:56:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
263,indoor_cycling,์negative split cycling,2017-07-18 11:55:32,17.14,35:06:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
264,indoor_cycling,easy cycling,2017-07-17 23:08:08,16.81,47:24:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
265,indoor_cycling,indoor cycling,2017-07-16 22:30:42,20.97,1:02:36,FALSE,FALSE,FALSE,TRUE,FALSE,long
266,indoor_cycling,indoor cycling,2017-07-15 21:53:27,6.87,30:10:00,FALSE,FALSE,FALSE,FALSE,FALSE,
267,running,interval  200m. rest 1min. x13,2017-07-14 18:47:33,6.4,41:24:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
268,indoor_cycling,indoor cycling,2017-07-13 20:26:06,15.46,30:22:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
269,indoor_cycling,indoor cycling,2017-07-11 15:35:17,45.13,1:42:45,FALSE,FALSE,FALSE,TRUE,FALSE,long
270,indoor_cycling,indoor cycling,2017-07-10 21:14:28,26.69,45:45:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
271,running,เกือบ long running,2017-07-08 16:56:35,10.35,1:09:53,FALSE,FALSE,FALSE,TRUE,FALSE,run
272,indoor_cycling,easy long cycling,2017-07-07 19:28:32,42.24,1:33:19,TRUE,FALSE,FALSE,TRUE,FALSE,long
273,indoor_cycling,easy cycling,2017-07-06 21:06:19,15.07,31:08:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
274,indoor_cycling,easy cycling,2017-07-06 11:44:50,4.41,30:07:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
275,running,tempo running,2017-07-05 17:50:16,5.09,27:47:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
276,indoor_cycling,easy cycling2,2017-07-04 18:13:58,15.08,31:41:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
277,indoor_cycling,easy cycling,2017-07-04 13:41:59,15.36,32:28:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
278,indoor_cycling,easy cycling,2017-07-03 16:02:29,30.34,1:04:44,TRUE,FALSE,FALSE,TRUE,FALSE,long
279,running,lactate threshold testing,2017-07-01 18:54:52,4.1,28:10:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
280,running,935 with rdpod test,2017-07-01 8:19:39,1.67,10:43,FALSE,FALSE,FALSE,FALSE,FALSE,run
281,running,easy running,2017-06-29 16:59:50,5.07,39:42:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
282,cycling,easy cycling,2017-06-28 21:53:10,14.21,30:31:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
283,running,fartlek run 3k,2017-06-27 18:14:15,5.12,30:26:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
284,cycling,easy cycling,2017-06-27 10:20:30,18.38,30:31:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
285,cycling,easy cycling,2017-06-26 17:43:07,25.39,45:03:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
286,running,easy running,2017-06-25 18:26:33,5.11,35:45:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
287,cycling,long indoor cycling,2017-06-25 11:32:30,37.58,1:01:42,FALSE,FALSE,FALSE,TRUE,FALSE,long
288,cycling,indoor cycling,2017-06-23 13:28:11,16.98,30:25:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
289,other,t25 abs,2017-06-20 20:03:07,0,25:11:00,FALSE,FALSE,FALSE,FALSE,FALSE,
290,running,garmin blue run 2017,2017-06-18 4:30:10,21.8,2:13:49,FALSE,FALSE,FALSE,TRUE,FALSE,race
291,running,easy tempo running,2017-06-16 22:35:21,5.12,29:24:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
292,running,easy running,2017-06-13 18:19:53,5.11,32:40:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
293,running,sai mai running,2017-06-12 18:42:23,5.1,30:38:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
294,running,laguna phuket marathon,2017-06-04 4:31:00,42.79,5:18:50,FALSE,FALSE,FALSE,TRUE,FALSE,race
295,walking,ถ้ำพระยานคร ขากลับ,2017-06-02 15:05:07,1.57,32:12:00,FALSE,FALSE,FALSE,FALSE,FALSE,
296,walking,ถ้ำพระยานคร ขาไป,2017-06-02 13:38:02,1.48,34:56:00,FALSE,FALSE,FALSE,FALSE,FALSE,
297,running,easy running,2017-06-01 19:32:17,5.25,35:06:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
298,cycling,cycling,2017-05-29 19:05:07,13.97,21:39,FALSE,FALSE,FALSE,FALSE,FALSE,
299,running,bang khen running,2017-05-29 18:36:14,2.75,20:34,FALSE,FALSE,FALSE,FALSE,FALSE,run
300,cycling,easy cycling,2017-05-28 1:07:06,20.5,32:02:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
301,running,recovery run,2017-05-23 19:18:48,5.12,34:14:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
302,running,singha bangkok 21k 2017,2017-05-21 5:30:39,20.91,2:08:02,FALSE,FALSE,FALSE,TRUE,FALSE,race
303,cycling,30min easy cycling,2017-05-19 23:32:44,20.72,31:05:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
304,cycling,25 min easy 5 min pickup,2017-05-18 23:00:08,23.07,31:36:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
305,cycling,easy cycling,2017-05-16 18:37:53,19.3,31:11:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
306,running,easy running,2017-05-15 20:28:44,5.15,33:02:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
307,running,easy run 10k,2017-05-14 20:24:54,10.07,1:04:41,TRUE,FALSE,FALSE,FALSE,FALSE,easy
308,running,easy running,2017-05-11 22:09:21,5.26,30:15:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
309,cycling,easy indoor cycling,2017-05-10 23:18:27,16.65,30:33:00,TRUE,FALSE,FALSE,TRUE,FALSE,long
310,running,interval 200/200 x8,2017-05-09 16:45:48,5.29,34:25:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
311,running,not really long run,2017-05-07 16:14:49,13.5,1:28:49,FALSE,FALSE,FALSE,TRUE,FALSE,long
312,cycling,indoor cycling,2017-05-06 22:04:57,23.67,33:02:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
313,running,easy running,2017-05-02 20:13:48,5.33,32:40:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
314,running,easy tempo run,2017-04-30 20:32:36,5.89,34:35:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
315,running,tempo running,2017-04-27 20:39:43,5.04,28:12:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
316,running,easy run,2017-04-23 17:41:26,5.14,30:31:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
317,running,tempo run,2017-04-17 7:02:11,5.14,28:23:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
318,running,easy tempo running,2017-04-14 18:00:37,10.17,59:49:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
319,running,fartlek run (speed play),2017-04-10 21:51:56,5.09,28:55:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
320,running,easy run,2017-04-08 21:31:03,5.15,30:44:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
321,running,3k tempo run,2017-04-06 22:21:23,5.05,28:30:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
322,running,easy run with 1k pick up,2017-04-04 22:00:53,5.12,30:08:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
323,running,tempo running,2017-04-01 17:31:29,10.06,56:50:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
324,running,sai mai running,2017-03-30 4:46:46,0.01,1:34.4,FALSE,FALSE,FALSE,FALSE,FALSE,run
325,running,easy barefoot running,2017-03-29 21:47:10,5.13,31:12:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
326,running,tempo run,2017-03-25 21:19:39,5.25,29:13:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
327,running,easy run 6k,2017-03-22 21:12:44,6.12,38:09:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
328,running,6000m. 6000likes run,2017-03-21 23:13:53,6.12,34:40:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
329,running,colgate total health mini marathon 3,2017-03-19 5:38:41,9.95,52:13:00,FALSE,FALSE,FALSE,FALSE,FALSE,race
330,running,easy running,2017-03-17 21:55:16,5.13,34:22:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
331,running,bad 400 x5 interval,2017-03-16 20:51:44,4.42,28:45:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
332,running,easy run,2017-03-15 21:09:08,5.16,30:56:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
333,running,easy run,2017-03-14 18:16:38,5.13,32:49:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
334,running,easy running,2017-03-13 20:35:04,5.06,30:42:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
335,running,easy run,2017-03-11 17:22:48,5.06,31:58:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
336,cycling,cycling,2017-03-10 23:02:11,23.12,30:55:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
337,running,arch chula,2017-03-05 6:00:07,9.71,53:39:00,FALSE,FALSE,FALSE,FALSE,FALSE,race
338,cycling,indoor 30min. tempo cycling,2017-03-01 23:28:20,0,31:05:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
339,running,easy run,2017-02-26 20:41:09,5.27,35:23:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
340,running,easy interval,2017-02-24 18:28:14,5.03,30:39:00,TRUE,FALSE,TRUE,FALSE,FALSE,interval
341,running,easy run,2017-02-22 20:30:59,5.13,33:04:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
342,running,tempo / negative split,2017-02-20 21:22:26,5.2,27:33:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
343,running,interval run,2017-02-17 17:27:36,6.15,45:51:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
344,running,warm up,2017-02-17 17:11:22,1.2,8:07.5,FALSE,FALSE,FALSE,FALSE,FALSE,run
345,running,easy run,2017-02-16 7:11:23,5.28,34:11:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
346,running,tempo with 800m pick up,2017-02-14 21:18:28,5.16,26:52:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
347,running,buriram marathon,2017-02-12 5:40:39,21.28,1:54:34,FALSE,FALSE,FALSE,TRUE,FALSE,race
348,running,bad run,2017-02-09 17:03:41,5.14,30:36:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
349,running,bad easy run,2017-02-05 15:40:41,5.78,38:43:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
